channel_name,channel_id,video_id,video_title,video_published_at,view_count,video_like_count,comment_id,comment_text,author,author_id,comment_like_count,comment_published_at,is_pinned,is_reply,parent_comment_id,cleaned_text,Topic_Category,cleaned_comment,sentiment_result,sentiment_score,sentiment_bucket,sentiment_score_raw,sentiment_label_raw,comment_weight,impact_weighted_sentiment
The Diary Of A CEO,UCGq-a57w-aPwyi3pW7XLiHw,Esu8BXLBmZ4,Atheist vs Christian vs Spiritual Thinker: The Paperclip Problem That Exposes Religion!,2025-09-29T07:00:15Z,58227,3338,UgzCIKSLUAvkSH3JUzd4AaABAg,"When a human chooses not to believe in God, he becomes an easy target for the devil’s lies and manipulation. How can we claim to truly “know” anything when our lifetime is so short—like that of an insect compared to eternity? An atheist not only rejects God but often tries to spread unbelief to others, reducing life to nothing more than being born, eating, and dying. When the heart is filled with arrogance, self-pride, and shallow human knowledge, the mind becomes blinded to truth. Only humility and seeking God with an open heart can open our eyes to what is eternal.",@truthseeker1594,UChKYoEeCUmnwtwjI5w98epg,3,2025-09-29T11:16:39Z,False,False,,"when a human chooses not to believe in god, he becomes an easy target for the devils lies and manipulation. how can we claim to truly know anything when our lifetime is so shortlike that of an insect compared to eternity? an atheist not only rejects god but often tries to spread unbelief to others, reducing life to nothing more than being born, eating, and dying. when the heart is filled with arrogance, self-pride, and shallow human knowledge, the mind becomes blinded to truth. only humility and seeking god with an open heart can open our eyes to what is eternal.",religion / spirituality,"when a human chooses not to believe in god, he becomes an easy target for the devils lies and manipulation. how can we claim to truly know anything when our lifetime is so shortlike that of an insect compared to eternity? an atheist not only rejects god but often tries to spread unbelief to others, reducing life to nothing more than being born, eating, and dying. when the heart is filled with arrogance, self-pride, and shallow human knowledge, the mind becomes blinded to truth. only humility and seeking god with an open heart can open our eyes to what is eternal.","{'score': 0.86, 'category': 'Super Positive', 'score_raw': 0.86, 'category_raw': 'Positive'}",0.86,Super Positive,0.86,Positive,1.2,1.032
The Diary Of A CEO,UCGq-a57w-aPwyi3pW7XLiHw,Esu8BXLBmZ4,Atheist vs Christian vs Spiritual Thinker: The Paperclip Problem That Exposes Religion!,2025-09-29T07:00:15Z,58227,3338,UgzCIKSLUAvkSH3JUzd4AaABAg.ANeI97vZnVDANeItSmtmDT,Many people don't believe in God and are fulfilled in life. Next.,@Dawson-Wargin,UCrJYjONcZEzBi4OqJM21IXw,0,2025-09-29T11:23:06Z,False,True,UgzCIKSLUAvkSH3JUzd4AaABAg,many people don't believe in god and are fulfilled in life. next.,religion / spirituality,many people don't believe in god and are fulfilled in life. next.,"{'score': 0.4, 'category': 'Positive', 'score_raw': 0.4, 'category_raw': 'Neutral'}",0.4,Positive,0.4,Neutral,1.0,0.4
The Diary Of A CEO,UCGq-a57w-aPwyi3pW7XLiHw,Esu8BXLBmZ4,Atheist vs Christian vs Spiritual Thinker: The Paperclip Problem That Exposes Religion!,2025-09-29T07:00:15Z,58227,3338,UgzCIKSLUAvkSH3JUzd4AaABAg.ANeI97vZnVDANeJR2SFHeH,"Here’s so truth.

All ancient historians (Greek eyewitnesses), including Aristotle,  described the original Egyptians as being Black. The Bible refers to Egypt as the land of Ham in Psalm 78:51; 105:23, 27; 106:22; 1 Chronicles 4:40. Egyptians called their land Kemet, meaning land of Blacks (Ancient text reveals that Kemet refers to the people living there)

Gaston Maspero, a 19th-century French Egyptologist, stated that ""by the almost unanimous testimony of ancient Greek historians, they (Ancient Egyptians) belonged to the African race, which settled in Ethiopia.""  This quote from 1867 by a founding father of Egyptology Champollion-Figeac – “The first tribes that inhabited Egypt that is, the Nile Valley between the Syene cataracts and the sea, came from Abyssinia to Sennar. The ancient Egyptians belonged to a race quite similar to the Kennous or Barabras, present inhabitants of Nubia. In the Copts of Egypt, we do not find any of the characteristic features of the ancient Egyptian population. The Copts are the result of crossbreeding with all the nations that have successively dominated Egypt. It is wrong to seek in them the principal features of the old race.” From Letters published by Champollion-Figeac (Founding Egyptologist).

EXODUS 2:19 Moses is mistakenly called an Egyptian.

ACTS 21:38 Apostle Paul is mistakenly called an Egyptian.

GENESIS 42-44. Joseph tricks his brother’s into believing he’s an Egyptian.

Tacitus a Roman Historian States that Jews are Black (From Ethiopian stock) in His work called ""Histories"". 

The importance of the Testimony of Tacitus is that he was a European (Roman) historian, and he is often quoted by Europeans as a credible source of history. Tacitus lived from (55 A.D. – 117 A.D.), which overlaps the lifetime of the apostle Paul, who was believed to have died in 64 A.D.

A well-known Hebrew name, Adam means ""son of the red Earth."" Its meaning comes from the Hebrew word ""adamah"" meaning ""earth,"" from which Adam is said to be formed. 

The Bible describes KING SOLOMON & KING DAVID as “ruddy”. the hebrew word that is translated into “ruddy” is “adomni” is made from the root word Adam/Adom (this is the info you'll find in the blue letter Bible scholarly reference. its not my opinion) Adams name literally means the color of soil he was created from. 

“We have Ukranians who converted to Judaism to avoid military conscription in the Russian army.” As Lord Montagau pointed out in 1917 Judaism is a religion, not a race.

Linguistics experts have stated that Hebrew is an African-Asiatic language.",@Parzival711-x7i,UCPTBnL_DJ-eIcUi7GUA4Ylw,0,2025-09-29T11:27:49Z,False,True,UgzCIKSLUAvkSH3JUzd4AaABAg,"heres so truth.

all ancient historians (greek eyewitnesses), including aristotle,  described the original egyptians as being black. the bible refers to egypt as the land of ham in psalm 78:51; 105:23, 27; 106:22; 1 chronicles 4:40. egyptians called their land kemet, meaning land of blacks (ancient text reveals that kemet refers to the people living there)

gaston maspero, a 19th-century french egyptologist, stated that ""by the almost unanimous testimony of ancient greek historians, they (ancient egyptians) belonged to the african race, which settled in ethiopia.""this quote from 1867 by a founding father of egyptology champollion-figeac  the first tribes that inhabited egypt that is, the nile valley between the syene cataracts and the sea, came from abyssinia to sennar. the ancient egyptians belonged to a race quite similar to the kennous or barabras, present inhabitants of nubia. in the copts of egypt, we do not find any of the characteristic features of the ancient egyptian population. the copts are the result of crossbreeding with all the nations that have successively dominated egypt. it is wrong to seek in them the principal features of the old race. from letters published by champollion-figeac (founding egyptologist).

exodus 2:19 moses is mistakenly called an egyptian.

acts 21:38 apostle paul is mistakenly called an egyptian.

genesis 42-44. joseph tricks his brothers into believing hes an egyptian.

tacitus a roman historian states that jews are black (from ethiopian stock) in his work called ""histories"". 

the importance of the testimony of tacitus is that he was a european (roman) historian, and he is often quoted by europeans as a credible source of history. tacitus lived from (55 a.d.  117 a.d.), which overlaps the lifetime of the apostle paul, who was believed to have died in 64 a.d.

a well-known hebrew name, adam means ""son of the red earth."" its meaning comes from the hebrew word ""adamah"" meaning ""earth,"" from which adam is said to be formed. 

the bible describes king solomon & king david as ruddy. the hebrew word that is translated into ruddy is adomni is made from the root word adam/adom (this is the info you'll find in the blue letter bible scholarly reference. its not my opinion) adams name literally means the color of soil he was created from. 

we have ukranians who converted to judaism to avoid military conscription in the russian army. as lord montagau pointed out in 1917 judaism is a religion, not a race.

linguistics experts have stated that hebrew is an african-asiatic language.",religion / spirituality,"heres so truth.

all ancient historians (greek eyewitnesses), including aristotle,  described the original egyptians as being black. the bible refers to egypt as the land of ham in psalm 78:51; 105:23, 27; 106:22; 1 chronicles 4:40. egyptians called their land kemet, meaning land of blacks (ancient text reveals that kemet refers to the people living there)

gaston maspero, a 19th-century french egyptologist, stated that ""by the almost unanimous testimony of ancient greek historians, they (ancient egyptians) belonged to the african race, which settled in ethiopia.""this quote from 1867 by a founding father of egyptology champollion-figeac  the first tribes that inhabited egypt that is, the nile valley between the syene cataracts and the sea, came from abyssinia to sennar. the ancient egyptians belonged to a race quite similar to the kennous or barabras, present inhabitants of nubia. in the copts of egypt, we do not find any of the characteristic features of the ancient egyptian population. the copts are the result of crossbreeding with all the nations that have successively dominated egypt. it is wrong to seek in them the principal features of the old race. from letters published by champollion-figeac (founding egyptologist).

exodus 2:19 moses is mistakenly called an egyptian.

acts 21:38 apostle paul is mistakenly called an egyptian.

genesis 42-44. joseph tricks his brothers into believing hes an egyptian.

tacitus a roman historian states that jews are black (from ethiopian stock) in his work called ""histories"". 

the importance of the testimony of tacitus is that he was a european (roman) historian, and he is often quoted by europeans as a credible source of history. tacitus lived from (55 a.d.  117 a.d.), which overlaps the lifetime of the apostle paul, who was believed to have died in 64 a.d.

a well-known hebrew name, adam means ""son of the red earth."" its meaning comes from the hebrew word ""adamah"" meaning ""earth,"" from which adam is said to be formed. 

the bible describes king solomon & king david as ruddy. the hebrew word that is translated into ruddy is adomni is made from the root word adam/adom (this is the info you'll find in the blue letter bible scholarly reference. its not my opinion) adams name literally means the color of soil he was created from. 

we have ukranians who converted to judaism to avoid military conscription in the russian army. as lord montagau pointed out in 1917 judaism is a religion, not a race.

linguistics experts have stated that hebrew is an african-asiatic language.","{'score': -0.09999999999999998, 'category': 'Neutral', 'score_raw': 0.2, 'category_raw': 'Neutral'}",-0.09999999999999998,Neutral,0.2,Neutral,1.0,-0.09999999999999998
The Diary Of A CEO,UCGq-a57w-aPwyi3pW7XLiHw,Esu8BXLBmZ4,Atheist vs Christian vs Spiritual Thinker: The Paperclip Problem That Exposes Religion!,2025-09-29T07:00:15Z,58227,3338,UgzCIKSLUAvkSH3JUzd4AaABAg.ANeI97vZnVDANeJbm0lO7m,"​@Dawson-Wargin Do you know what true fullness is? It is living with meaning, purpose, and light that comes only from God. A human without God is like a blind person who denies that sight exists. He may walk, speak, and think, but he is missing the very essence of life. Without God, the heart is empty, no matter how much knowledge or pride fills the mind. Such a person lives only for a short while, like a shadow that quickly disappears, not realizing that eternity is real.

To reject God is to reject fullness, and to accept emptiness instead. Only when we humble ourselves, open our hearts, and allow God’s Spirit to guide us, can our eyes be truly opened and our lives filled with light.",@truthseeker1594,UChKYoEeCUmnwtwjI5w98epg,1,2025-09-29T11:29:26Z,False,True,UgzCIKSLUAvkSH3JUzd4AaABAg,"-wargin do you know what true fullness is? it is living with meaning, purpose, and light that comes only from god. a human without god is like a blind person who denies that sight exists. he may walk, speak, and think, but he is missing the very essence of life. without god, the heart is empty, no matter how much knowledge or pride fills the mind. such a person lives only for a short while, like a shadow that quickly disappears, not realizing that eternity is real.

to reject god is to reject fullness, and to accept emptiness instead. only when we humble ourselves, open our hearts, and allow gods spirit to guide us, can our eyes be truly opened and our lives filled with light.",religion / spirituality,"-wargin do you know what true fullness is? it is living with meaning, purpose, and light that comes only from god. a human without god is like a blind person who denies that sight exists. he may walk, speak, and think, but he is missing the very essence of life. without god, the heart is empty, no matter how much knowledge or pride fills the mind. such a person lives only for a short while, like a shadow that quickly disappears, not realizing that eternity is real.

to reject god is to reject fullness, and to accept emptiness instead. only when we humble ourselves, open our hearts, and allow gods spirit to guide us, can our eyes be truly opened and our lives filled with light.","{'score': 0.83, 'category': 'Super Positive', 'score_raw': 0.83, 'category_raw': 'Positive'}",0.83,Super Positive,0.83,Positive,1.2,0.9959999999999999
The Diary Of A CEO,UCGq-a57w-aPwyi3pW7XLiHw,Esu8BXLBmZ4,Atheist vs Christian vs Spiritual Thinker: The Paperclip Problem That Exposes Religion!,2025-09-29T07:00:15Z,58227,3338,UgzCIKSLUAvkSH3JUzd4AaABAg.ANeI97vZnVDANeJpppGJOp,​@@Parzival711-x7iwhat's your point? I don't understand what you're getting at here.,@Dawson-Wargin,UCrJYjONcZEzBi4OqJM21IXw,0,2025-09-29T11:31:21Z,False,True,UgzCIKSLUAvkSH3JUzd4AaABAg,@-x7iwhat's your point? i don't understand what you're getting at here.,religion / spirituality,@-x7iwhat's your point? i don't understand what you're getting at here.,"{'score': 0.14, 'category': 'Neutral', 'score_raw': 0.14, 'category_raw': 'Neutral'}",0.14,Neutral,0.14,Neutral,1.0,0.14
The Diary Of A CEO,UCGq-a57w-aPwyi3pW7XLiHw,Esu8BXLBmZ4,Atheist vs Christian vs Spiritual Thinker: The Paperclip Problem That Exposes Religion!,2025-09-29T07:00:15Z,58227,3338,UgzCIKSLUAvkSH3JUzd4AaABAg.ANeI97vZnVDANeK1bMPqQo,"​@Parzival711-x7i I appreciate the historical references you’ve shared. The Bible does show that God’s people lived among many nations of different backgrounds, and history confirms that. But what matters most is not the color of skin, but the condition of the heart.

The message of Scripture is that “God made of one blood all nations of men” (Acts 17:26). Salvation is not based on race or ancestry, but on accepting Christ as Savior. Paul reminds us, “There is neither Jew nor Greek… for you are all one in Christ Jesus” (Galatians 3:28).

While it is interesting to study history, the real question is: Are we walking in the light of God today? The Bible shows that the ancient world rose and fell, but God’s kingdom will last forever. That is where our focus should be—preparing for Jesus’ soon return, when people of every nation, tribe, and language will stand together before the throne (Revelation 7:9).",@truthseeker1594,UChKYoEeCUmnwtwjI5w98epg,0,2025-09-29T11:33:06Z,False,True,UgzCIKSLUAvkSH3JUzd4AaABAg,"-x7i i appreciate the historical references youve shared. the bible does show that gods people lived among many nations of different backgrounds, and history confirms that. but what matters most is not the color of skin, but the condition of the heart.

the message of scripture is that god made of one blood all nations of men (acts 17:26). salvation is not based on race or ancestry, but on accepting christ as savior. paul reminds us, there is neither jew nor greek for you are all one in christ jesus (galatians 3:28).

while it is interesting to study history, the real question is: are we walking in the light of god today? the bible shows that the ancient world rose and fell, but gods kingdom will last forever. that is where our focus should bepreparing for jesus soon return, when people of every nation, tribe, and language will stand together before the throne (revelation 7:9).",religion / spirituality,"-x7i i appreciate the historical references youve shared. the bible does show that gods people lived among many nations of different backgrounds, and history confirms that. but what matters most is not the color of skin, but the condition of the heart.

the message of scripture is that god made of one blood all nations of men (acts 17:26). salvation is not based on race or ancestry, but on accepting christ as savior. paul reminds us, there is neither jew nor greek for you are all one in christ jesus (galatians 3:28).

while it is interesting to study history, the real question is: are we walking in the light of god today? the bible shows that the ancient world rose and fell, but gods kingdom will last forever. that is where our focus should bepreparing for jesus soon return, when people of every nation, tribe, and language will stand together before the throne (revelation 7:9).","{'score': 0.5, 'category': 'Positive', 'score_raw': 0.5, 'category_raw': 'Neutral'}",0.5,Positive,0.5,Neutral,1.0,0.5
The Diary Of A CEO,UCGq-a57w-aPwyi3pW7XLiHw,Esu8BXLBmZ4,Atheist vs Christian vs Spiritual Thinker: The Paperclip Problem That Exposes Religion!,2025-09-29T07:00:15Z,58227,3338,UgzI6YvGt_UELIYiaqh4AaABAg,I am Christian. But when I see Christians trying to argue Christianity as if it's precepts are an objective truth is extremely annoying.,@Dawson-Wargin,UCrJYjONcZEzBi4OqJM21IXw,0,2025-09-29T11:16:28Z,False,False,,i am christian. but when i see christians trying to argue christianity as if it's precepts are an objective truth is extremely annoying.,religion / spirituality,i am christian. but when i see christians trying to argue christianity as if it's precepts are an objective truth is extremely annoying.,"{'score': -0.03999999999999998, 'category': 'Neutral', 'score_raw': 0.26, 'category_raw': 'Neutral'}",-0.03999999999999998,Neutral,0.26,Neutral,1.0,-0.03999999999999998
The Diary Of A CEO,UCGq-a57w-aPwyi3pW7XLiHw,Esu8BXLBmZ4,Atheist vs Christian vs Spiritual Thinker: The Paperclip Problem That Exposes Religion!,2025-09-29T07:00:15Z,58227,3338,UgzI6YvGt_UELIYiaqh4AaABAg.ANeI7tplx9sANeJZ615qws,It’s called “Saving souls”.,@Parzival711-x7i,UCPTBnL_DJ-eIcUi7GUA4Ylw,0,2025-09-29T11:28:55Z,False,True,UgzI6YvGt_UELIYiaqh4AaABAg,its called saving souls.,religion / spirituality,its called saving souls.,"{'score': 0.3, 'category': 'Positive', 'score_raw': 0.3, 'category_raw': 'Neutral'}",0.3,Positive,0.3,Neutral,1.0,0.3
The Diary Of A CEO,UCGq-a57w-aPwyi3pW7XLiHw,Esu8BXLBmZ4,Atheist vs Christian vs Spiritual Thinker: The Paperclip Problem That Exposes Religion!,2025-09-29T07:00:15Z,58227,3338,Ugz3NuAZ4k1oHVX9_sd4AaABAg,Pascal’s Wager,@pamelamehl5668,UCYR1Mc9amP2JSMALoVFb8gg,0,2025-09-29T11:16:05Z,False,False,,pascals wager,religion / spirituality,pascals wager,"{'score': 0.33, 'category': 'Positive', 'score_raw': 0.33, 'category_raw': 'Neutral'}",0.33,Positive,0.33,Neutral,1.0,0.33
The Diary Of A CEO,UCGq-a57w-aPwyi3pW7XLiHw,Esu8BXLBmZ4,Atheist vs Christian vs Spiritual Thinker: The Paperclip Problem That Exposes Religion!,2025-09-29T07:00:15Z,58227,3338,UgzhsdMvcz-jTfxZOMR4AaABAg,"I agree with the conversation about the scrolling every 7 seconds feeding us with stimuli or ideas that we need to be more or do more or believe this or that, the algorithm then feeds you more and more. To confuse you more, to feed what your perception is looking for. Or what you think you need.  This conversation could go on and on forever.",@Laurie494,UC3xpcZ1N6g3YmNuRnIvdxSA,0,2025-09-29T11:15:47Z,False,False,,"i agree with the conversation about the scrolling every 7 seconds feeding us with stimuli or ideas that we need to be more or do more or believe this or that, the algorithm then feeds you more and more. to confuse you more, to feed what your perception is looking for. or what you think you need.  this conversation could go on and on forever.",religion / spirituality,"i agree with the conversation about the scrolling every 7 seconds feeding us with stimuli or ideas that we need to be more or do more or believe this or that, the algorithm then feeds you more and more. to confuse you more, to feed what your perception is looking for. or what you think you need.  this conversation could go on and on forever.","{'score': 0.34, 'category': 'Positive', 'score_raw': 0.34, 'category_raw': 'Neutral'}",0.34,Positive,0.34,Neutral,1.0,0.34
The Diary Of A CEO,UCGq-a57w-aPwyi3pW7XLiHw,Esu8BXLBmZ4,Atheist vs Christian vs Spiritual Thinker: The Paperclip Problem That Exposes Religion!,2025-09-29T07:00:15Z,58227,3338,UgwV27YtBt6lpBAqSrx4AaABAg,The poll figures omitted the total poll number.,@maxmac7845,UCSaFhZMU6Wkd0mFjMav-U8A,0,2025-09-29T11:15:30Z,False,False,,the poll figures omitted the total poll number.,religion / spirituality,the poll figures omitted the total poll number.,"{'score': 0.35, 'category': 'Positive', 'score_raw': 0.35, 'category_raw': 'Neutral'}",0.35,Positive,0.35,Neutral,1.0,0.35
The Diary Of A CEO,UCGq-a57w-aPwyi3pW7XLiHw,Esu8BXLBmZ4,Atheist vs Christian vs Spiritual Thinker: The Paperclip Problem That Exposes Religion!,2025-09-29T07:00:15Z,58227,3338,UgxcFot1F70xjFwz-kJ4AaABAg,Alex starts talking at 9.00 👍,@jimmajamma2006,UCRQXjFcpjka7OQXzbtgqnFg,0,2025-09-29T11:15:26Z,False,False,,alex starts talking at 9.00,religion / spirituality,alex starts talking at 9.00,"{'score': 0.5, 'category': 'Positive', 'score_raw': 0.5, 'category_raw': 'Neutral'}",0.5,Positive,0.5,Neutral,1.0,0.5
The Diary Of A CEO,UCGq-a57w-aPwyi3pW7XLiHw,Esu8BXLBmZ4,Atheist vs Christian vs Spiritual Thinker: The Paperclip Problem That Exposes Religion!,2025-09-29T07:00:15Z,58227,3338,UgwSj5R4_ZjyB7zYXWl4AaABAg,"When I heard an (atheist) Buddhist say he didn't kill himself because he breathed, I realized that psychologists were full of shat! They care about wealth and self-importance, not reality and the well-being of their patients.",@JustineWiniker,UC6jUtk9EXGngWs2dfpd7MoA,2,2025-09-29T11:14:39Z,False,False,,"when i heard an (atheist) buddhist say he didn't kill himself because he breathed, i realized that psychologists were full of shat! they care about wealth and self-importance, not reality and the well-being of their patients.",religion / spirituality,"when i heard an (atheist) buddhist say he didn't kill himself because he breathed, i realized that psychologists were full of shat! they care about wealth and self-importance, not reality and the well-being of their patients.","{'score': 0.5, 'category': 'Positive', 'score_raw': 0.5, 'category_raw': 'Mixed'}",0.5,Positive,0.5,Mixed,1.2,0.6
The Diary Of A CEO,UCGq-a57w-aPwyi3pW7XLiHw,Esu8BXLBmZ4,Atheist vs Christian vs Spiritual Thinker: The Paperclip Problem That Exposes Religion!,2025-09-29T07:00:15Z,58227,3338,UgwSj5R4_ZjyB7zYXWl4AaABAg.ANeHv_cWr7JANeK5JZFKrj,Sigmund Freud refused to treat anyone for free.,@Parzival711-x7i,UCPTBnL_DJ-eIcUi7GUA4Ylw,0,2025-09-29T11:33:36Z,False,True,UgwSj5R4_ZjyB7zYXWl4AaABAg,sigmund freud refused to treat anyone for free.,religion / spirituality,sigmund freud refused to treat anyone for free.,"{'score': 0.0, 'category': 'Neutral', 'score_raw': 0.0, 'category_raw': 'Neutral'}",0.0,Neutral,0.0,Neutral,1.0,0.0
The Diary Of A CEO,UCGq-a57w-aPwyi3pW7XLiHw,Esu8BXLBmZ4,Atheist vs Christian vs Spiritual Thinker: The Paperclip Problem That Exposes Religion!,2025-09-29T07:00:15Z,58227,3338,UgzgnEr7HDiRC2HHCD54AaABAg,Avengers Infinity War level collab,@informal70,UCs5imvCr_ur49QBnWmpMrzA,0,2025-09-29T11:14:20Z,False,False,,avengers infinity war level collab,religion / spirituality,avengers infinity war level collab,"{'score': 0.23, 'category': 'Positive', 'score_raw': 0.23, 'category_raw': 'Neutral'}",0.23,Positive,0.23,Neutral,1.0,0.23
The Diary Of A CEO,UCGq-a57w-aPwyi3pW7XLiHw,Esu8BXLBmZ4,Atheist vs Christian vs Spiritual Thinker: The Paperclip Problem That Exposes Religion!,2025-09-29T07:00:15Z,58227,3338,UgzMuiLE9CC_Lt8QI_V4AaABAg,"For the first time, I feel like Drew from geneticallymodifiedsceptic would be a better pick to discuss this topic than Alex",@leafyleafyleafyn9785,UCP69eDW-OdoZKJtnKUMvS6Q,0,2025-09-29T11:14:06Z,False,False,,"for the first time, i feel like drew from geneticallymodifiedsceptic would be a better pick to discuss this topic than alex",religion / spirituality,"for the first time, i feel like drew from geneticallymodifiedsceptic would be a better pick to discuss this topic than alex","{'score': 0.2, 'category': 'Positive', 'score_raw': 0.2, 'category_raw': 'Neutral'}",0.2,Positive,0.2,Neutral,1.0,0.2
The Diary Of A CEO,UCGq-a57w-aPwyi3pW7XLiHw,Esu8BXLBmZ4,Atheist vs Christian vs Spiritual Thinker: The Paperclip Problem That Exposes Religion!,2025-09-29T07:00:15Z,58227,3338,UgxdKY9u2nFB8hn3R5B4AaABAg,If only jubilee could be like this XD,@hhsnsusis,UCBiY9y21C4FEKNCzSxtPzUg,0,2025-09-29T11:13:56Z,False,False,,if only jubilee could be like this xd,religion / spirituality,if only jubilee could be like this xd,"{'score': 0.73, 'category': 'Positive', 'score_raw': 0.73, 'category_raw': 'Neutral'}",0.73,Positive,0.73,Neutral,1.0,0.73
The Diary Of A CEO,UCGq-a57w-aPwyi3pW7XLiHw,Esu8BXLBmZ4,Atheist vs Christian vs Spiritual Thinker: The Paperclip Problem That Exposes Religion!,2025-09-29T07:00:15Z,58227,3338,UgznkytVhA0ImNzoWW94AaABAg,"Living the dream I once prayed for, I’m 43 and retired, $65K fortnightly and a lovely family who supported me. Your words really motivated me!",@Leomi-678,UCC-F6FfWN0mpSjmszTNbZsw,13,2025-09-29T11:13:21Z,False,False,,"living the dream i once prayed for, im 43 and retired, $65k fortnightly and a lovely family who supported me. your words really motivated me!",religion / spirituality,"living the dream i once prayed for, im 43 and retired, $65k fortnightly and a lovely family who supported me. your words really motivated me!","{'score': 0.8, 'category': 'Super Positive', 'score_raw': 0.8, 'category_raw': 'Positive'}",0.8,Super Positive,0.8,Positive,2.0,1.6
The Diary Of A CEO,UCGq-a57w-aPwyi3pW7XLiHw,Esu8BXLBmZ4,Atheist vs Christian vs Spiritual Thinker: The Paperclip Problem That Exposes Religion!,2025-09-29T07:00:15Z,58227,3338,UgznkytVhA0ImNzoWW94AaABAg.ANeHlyWwL3aANeHxc7iM_1,"SAME HERE, IT'S EASY TO GET A BIWEEKLY PAY OUT LIKE!!!",@MaryAnderson-u1x,UC_LlGnwCS8e7lzBEFKRfmTg,5,2025-09-29T11:14:56Z,False,True,UgznkytVhA0ImNzoWW94AaABAg,"same here, it's easy to get a biweekly pay out like!!!",religion / spirituality,"same here, it's easy to get a biweekly pay out like!!!","{'score': 0.2, 'category': 'Positive', 'score_raw': 0.2, 'category_raw': 'Neutral'}",0.2,Positive,0.2,Neutral,1.2,0.24
The Diary Of A CEO,UCGq-a57w-aPwyi3pW7XLiHw,Esu8BXLBmZ4,Atheist vs Christian vs Spiritual Thinker: The Paperclip Problem That Exposes Religion!,2025-09-29T07:00:15Z,58227,3338,UgznkytVhA0ImNzoWW94AaABAg.ANeHlyWwL3aANeHyLlr-BE,"In just 31 days, my friend and I raised $350K, and we owe it all to Sandra Ann Shaw! She completely transformed our lives. It all began when my friend’s college buddy introduced us to her, and at the time, I was overwhelmed with debt. But now? 😊 As of last weekend, I’m in my dream home and driving a new car. This isn’t a promotion—just a reminder to have faith, trust the journey, and keep moving forward!",@MaryAnderson-u1x,UC_LlGnwCS8e7lzBEFKRfmTg,2,2025-09-29T11:15:02Z,False,True,UgznkytVhA0ImNzoWW94AaABAg,"in just 31 days, my friend and i raised $350k, and we owe it all to sandra ann shaw! she completely transformed our lives. it all began when my friends college buddy introduced us to her, and at the time, i was overwhelmed with debt. but now?  as of last weekend, im in my dream home and driving a new car. this isnt a promotionjust a reminder to have faith, trust the journey, and keep moving forward!",religion / spirituality,"in just 31 days, my friend and i raised $350k, and we owe it all to sandra ann shaw! she completely transformed our lives. it all began when my friends college buddy introduced us to her, and at the time, i was overwhelmed with debt. but now?  as of last weekend, im in my dream home and driving a new car. this isnt a promotionjust a reminder to have faith, trust the journey, and keep moving forward!","{'score': 0.85, 'category': 'Super Positive', 'score_raw': 0.85, 'category_raw': 'Positive'}",0.85,Super Positive,0.85,Positive,1.2,1.02
The Diary Of A CEO,UCGq-a57w-aPwyi3pW7XLiHw,Esu8BXLBmZ4,Atheist vs Christian vs Spiritual Thinker: The Paperclip Problem That Exposes Religion!,2025-09-29T07:00:15Z,58227,3338,UgznkytVhA0ImNzoWW94AaABAg.ANeHlyWwL3aANeI3IqYY-i,"What an amazing coincidence! I also began with Sandra Ann Shaw’s guidance, and the results have been truly incredible. I honestly didn’t expect it, but here I am, absolutely blown away by the transformation!",@rosalie792,UC2ohSV0F4ksTmOljrIYkwCg,0,2025-09-29T11:15:51Z,False,True,UgznkytVhA0ImNzoWW94AaABAg,"what an amazing coincidence! i also began with sandra ann shaws guidance, and the results have been truly incredible. i honestly didnt expect it, but here i am, absolutely blown away by the transformation!",religion / spirituality,"what an amazing coincidence! i also began with sandra ann shaws guidance, and the results have been truly incredible. i honestly didnt expect it, but here i am, absolutely blown away by the transformation!","{'score': 0.8, 'category': 'Super Positive', 'score_raw': 0.8, 'category_raw': 'Positive'}",0.8,Super Positive,0.8,Positive,1.0,0.8
The Diary Of A CEO,UCGq-a57w-aPwyi3pW7XLiHw,Esu8BXLBmZ4,Atheist vs Christian vs Spiritual Thinker: The Paperclip Problem That Exposes Religion!,2025-09-29T07:00:15Z,58227,3338,UgznkytVhA0ImNzoWW94AaABAg.ANeHlyWwL3aANeI7ZNikV3,"Such an inspiring accomplishment! It’s truly motivating to see such incredible success, and it fills me with excitement and anticipation. I can’t wait to embark on a similar journey, apply myself with dedication, and witness the amazing possibilities that lie ahead. The thought of what I could achieve keeps me eager and driven to take the next step!",@JaneAlex-z8p,UC_xk7tK4IrLqpjEkS3sPs7A,0,2025-09-29T11:16:25Z,False,True,UgznkytVhA0ImNzoWW94AaABAg,"such an inspiring accomplishment! its truly motivating to see such incredible success, and it fills me with excitement and anticipation. i cant wait to embark on a similar journey, apply myself with dedication, and witness the amazing possibilities that lie ahead. the thought of what i could achieve keeps me eager and driven to take the next step!",religion / spirituality,"such an inspiring accomplishment! its truly motivating to see such incredible success, and it fills me with excitement and anticipation. i cant wait to embark on a similar journey, apply myself with dedication, and witness the amazing possibilities that lie ahead. the thought of what i could achieve keeps me eager and driven to take the next step!","{'score': 0.85, 'category': 'Super Positive', 'score_raw': 0.85, 'category_raw': 'Positive'}",0.85,Super Positive,0.85,Positive,1.0,0.85
